time,open,high,low,close,volumefrom,volumeto,MA7,MA21,EMA,RSI,day_of_week,month
2019-10-01,8304.96,8535.0,8200.0,8321.52,12266.36,102713836.8,8226.955714285714,9451.182857142858,9113.796786269539,19.566189989451928,1,10
2019-10-02,8321.52,8391.0,8168.85,8381.72,7040.87,58166890.92,8218.865714285714,9366.493333333332,9044.075187577202,21.322730447830665,2,10
2019-10-03,8381.72,8419.95,8059.22,8240.41,7778.12,63888602.67,8244.638571428572,9262.52619047619,8967.535645903183,17.32930824073476,3,10
2019-10-04,8240.41,8241.35,8002.21,8156.67,7715.28,62848199.62,8239.307142857142,9157.323333333334,8890.310346293356,17.45498774010308,4,10
2019-10-05,8156.67,8200.0,8020.2,8147.63,3826.83,31011116.96,8229.33,9051.960476190477,8819.578884741608,18.5712909043351,5,10
2019-10-06,8147.63,8176.18,7780.85,7859.79,8697.94,69076483.32,8201.814285714285,8935.547619047618,8728.170419528122,15.499953830331222,6,10
2019-10-07,7859.79,8310.57,7762.35,8209.0,10012.01,81032383.96,8188.105714285714,8837.76,8678.7256176683,26.483017289989036,0,10
2019-10-08,8209.0,8342.97,8107.26,8180.0,5857.54,48071987.99,8167.888571428572,8742.265238095237,8631.22793979513,41.34499829377698,1,10
2019-10-09,8180.0,8712.45,8121.0,8590.0,14459.78,122205237.6,8197.642857142857,8667.729047619048,8627.30146933845,53.23990001495502,2,10
2019-10-10,8590.0,8660.0,8452.5,8587.5,7946.64,67993998.32,8247.227142857142,8587.371428571429,8623.510853210979,63.425808093662525,3,10
2019-10-11,8587.5,8826.0,8226.0,8267.33,12446.84,105225020.81,8263.035714285714,8496.822857142857,8589.588867190885,51.70504212621126,4,10
2019-10-12,8267.33,8425.0,8261.46,8309.03,3046.4,25399949.92,8286.092857142858,8417.539047619048,8562.868975077468,52.110747383466304,5,10
2019-10-13,8309.03,8469.02,8146.47,8282.97,5858.04,48774142.22,8346.547142857144,8334.499523809525,8536.211929831996,55.67937178861908,6,10
2019-10-14,8282.97,8409.0,8215.66,8355.0,4462.49,37080246.52,8367.404285714287,8270.75,8518.953650800377,51.35290046286285,0,10
2019-10-15,8355.0,8420.0,8085.65,8162.44,8558.57,70337511.03,8364.895714285714,8253.246666666666,8484.999969771769,46.072796934865885,1,10
2019-10-16,8162.44,8171.59,7908.86,7993.54,8490.0,68066051.44,8279.687142857143,8232.065238095238,8438.194258364934,40.90512919036956,2,10
2019-10-17,7993.54,8124.42,7937.01,8076.2,4909.27,39486092.64,8206.644285714287,8232.836666666666,8403.718614711132,46.04391421454075,3,10
2019-10-18,8076.2,8117.77,7814.08,7954.16,7071.36,56149501.51,8161.905714285714,8221.41619047619,8360.903508548166,45.20960775129985,4,10
2019-10-19,7954.16,8099.98,7873.46,7965.28,4839.49,38595161.4,8112.7985714285705,8209.407142857142,8323.225079162627,45.69073490280226,5,10
2019-10-20,7965.28,8309.0,7875.01,8236.12,6162.05,49822294.71,8106.105714285714,8218.155714285715,8314.929357337614,58.965403875566395,6,10
2019-10-21,8236.12,8349.84,8156.0,8209.92,6137.13,50484779.69,8085.38,8213.630000000001,8304.928466162604,50.02590410974332,0,10
2019-10-22,8209.92,8317.14,7998.9,8024.72,6015.87,49198020.28,8065.705714285714,8199.496666666668,8278.24194557569,45.9813248584354,1,10
2019-10-23,8024.72,8049.0,7296.44,7474.85,19159.93,145157265.76,7991.607142857143,8156.31238095238,8201.728426949434,23.088061394406026,2,10
2019-10-24,7474.85,7509.99,7359.48,7430.87,7972.64,59388073.9,7899.417142857143,8117.762857142858,8128.313338668536,22.634893745889244,3,10
2019-10-25,7430.87,8800.1,7389.91,8668.0,27140.21,224435880.88,8001.394285714286,8142.111904761905,8179.7120683191515,56.61108342765872,4,10
2019-10-26,8668.0,10540.49,8645.01,9259.78,53383.4,505521462.09,8186.322857142856,8195.07142857143,8282.575680860185,63.277259054231806,5,10
2019-10-27,9259.78,9826.72,9102.33,9548.84,19636.43,186584123.29,8373.854285714286,8275.502380952381,8403.172282683025,66.46822970466023,6,10
2019-10-28,9548.84,9939.69,9180.59,9226.5,16736.97,159059970.01,8519.08,8323.954761904763,8481.584446237022,60.64445682124641,0,10
2019-10-29,9226.5,9575.0,9068.19,9430.8,12640.2,118323039.41,8719.948571428571,8383.516666666666,8571.985927547783,65.44738418968095,1,10
2019-10-30,9430.8,9431.36,8991.33,9164.44,9862.68,90417587.58,8961.31857142857,8410.870952380952,8628.410124924185,63.92973389675651,2,10
2019-10-31,9164.44,9433.0,8950.0,9159.48,8326.96,76474961.05,9208.262857142858,8438.108095238096,8678.988208264738,63.13009371712264,3,10
2019-11-01,9159.48,9299.99,9057.27,9253.12,7774.27,71236090.36,9291.85142857143,8485.050476190476,8733.667426525239,65.85342634947446,4,11
2019-11-02,9253.12,9393.0,9210.0,9308.52,4559.27,42389392.5,9298.814285714287,8532.645238095238,8788.415290665693,66.21855273770484,5,11
2019-11-03,9308.52,9380.0,9068.3,9206.52,4294.5,39500190.16,9249.91142857143,8576.62380952381,8828.23478679277,62.21483200829761,6,11
2019-11-04,9206.52,9600.0,9127.0,9412.53,8361.96,78261046.5,9276.487142857144,8626.98238095238,8883.881949955363,64.4821930477381,0,11
2019-11-05,9412.53,9474.89,9169.84,9322.09,7581.22,70748300.65,9260.957142857142,8682.20380952381,8925.616049959614,65.98821374963953,1,11
2019-11-06,9322.09,9450.0,9253.66,9341.27,6829.69,63749154.81,9286.218571428572,8746.381428571429,8965.202140439651,76.46218149028236,2,11
2019-11-07,9341.27,9375.16,9075.0,9198.84,5989.36,55214157.65,9291.841428571428,8799.840476190477,8987.453365159685,74.38559129165827,3,11
2019-11-08,9198.84,9246.0,8660.0,8763.01,12876.56,114511189.57,9221.825714285715,8838.357142857143,8966.077806573048,51.68234923310657,4,11
2019-11-09,8763.01,8873.48,8712.52,8807.89,4175.01,36726440.56,9150.307142857144,8878.481428571427,8951.01230118514,40.07633420149943,5,11
2019-11-10,8807.89,9150.0,8731.43,9032.23,6070.47,54412170.14,9125.408571428572,8916.391428571429,8958.747320119888,38.32313944604924,6,11
2019-11-11,9032.23,9067.34,8590.0,8721.54,7049.93,61777221.44,9026.695714285714,8940.754285714285,8936.156146775136,38.526035465311814,0,11
2019-11-12,8721.54,8870.0,8556.56,8810.0,6272.86,54697565.19,8953.539999999999,8978.148571428572,8924.141275653694,35.10999606642939,1,11
2019-11-13,8810.0,8838.8,8705.0,8758.34,4486.28,39248185.72,8870.264285714286,9039.267142857143,8908.35067797239,39.14124668435012,2,11
2019-11-14,8758.34,8784.61,8558.01,8630.0,5607.48,48506647.15,8789.00142857143,9096.368571428571,8881.841089594067,36.718506998444795,3,11
2019-11-15,8630.0,8773.22,8361.0,8457.48,10940.92,93180060.54,8745.354285714286,9086.343809523809,8841.425747727966,30.80186084220479,4,11
2019-11-16,8457.48,8531.03,8423.0,8481.0,2712.34,22976431.85,8698.655714285715,9049.259047619047,8807.099486039588,29.720629319217736,5,11
2019-11-17,8481.0,8637.01,8371.02,8500.01,3754.24,31975328.55,8622.624285714286,8999.314761904761,8777.852868321532,31.95201577675482,6,11
2019-11-18,8500.01,8501.01,8015.0,8168.84,9864.12,81685964.98,8543.667142857144,8948.949999999999,8719.8516427671,20.139065628796544,0,11
2019-11-19,8168.84,8197.82,7980.07,8123.36,7361.0,59595901.25,8445.575714285715,8886.690952380954,8663.04291488452,20.583457259105444,1,11
2019-11-20,8123.36,8222.41,8030.05,8082.96,5296.46,42908929.32,8349.092857142858,8835.191904761905,8607.796922990756,19.439654544306407,2,11
2019-11-21,8082.96,8114.97,7374.5,7616.46,16947.02,130417487.7,8204.301428571429,8761.714761904761,8513.383882705923,16.795786469699493,3,11
2019-11-22,7616.46,7720.0,6775.47,7283.03,33676.51,242672141.66,8036.522857142858,8667.900952380951,8396.207322448216,17.54999122960882,4,11
2019-11-23,7283.03,7361.41,7102.21,7329.29,7728.42,56023034.49,7871.992857142858,8573.651904761904,8294.59614888172,17.599856252574753,5,11
2019-11-24,7329.29,7344.0,6865.0,6908.64,10695.01,75756415.94,7644.654285714286,8464.229047619048,8162.600325178699,7.152686141342741,6,11
2019-11-25,6908.64,7379.99,6526.0,7127.01,27124.48,188445421.3,7495.821428571428,8355.394761904761,8063.97267516168,16.58248699581266,0,11
2019-11-26,7127.01,7340.59,7021.84,7162.67,11857.43,84735761.9,7358.58,8252.565238095238,7978.134325146282,14.694573869359672,1,11
2019-11-27,7162.67,7678.76,6850.0,7523.72,19213.98,140899993.12,7278.688571428572,8166.015238095239,7934.856770370446,26.637929729484256,2,11
2019-11-28,7523.72,7660.82,7370.62,7432.41,8646.64,65136465.18,7252.395714285713,8081.899523809525,7887.004697001832,27.016539171621275,3,11
2019-11-29,7432.41,7870.1,7411.0,7760.0,10862.79,83064431.58,7320.534285714285,8034.137142857143,7874.909011573086,37.366323721199834,4,11
2019-11-30,7760.0,7820.0,7453.0,7555.92,6130.43,46705979.37,7352.910000000001,7974.519523809523,7844.529105708983,34.27248245470868,5,11
2019-12-01,7555.92,7555.92,7237.16,7404.27,8692.59,63906771.66,7423.714285714285,7896.99761904762,7802.5996670700315,32.17497397188964,6,12
2019-12-02,7404.27,7430.0,7157.33,7305.01,7029.96,51325996.78,7449.142857142857,7829.543809523809,7755.210174968124,34.8007699643522,0,12
2019-12-03,7305.01,7412.85,7237.26,7302.94,6169.04,45206836.79,7469.181428571429,7757.779047619047,7712.1368249711595,35.34063782037538,1,12
2019-12-04,7302.94,7775.0,7080.0,7198.99,16490.17,121087304.71,7422.791428571429,7683.524285714286,7663.26569878343,34.55586110984929,2,12
2019-12-05,7198.99,7489.87,7152.78,7393.54,9248.38,67825522.54,7417.238571428572,7624.645238095238,7637.577536994531,45.69632569848796,3,12
2019-12-06,7393.54,7609.5,7305.75,7540.08,9346.34,69521752.29,7385.821428571428,7580.9595238095235,7628.292057280766,55.348544937765034,4,12
2019-12-07,7540.08,7643.0,7487.0,7502.19,4876.34,36771147.23,7378.145714285713,7534.349523809524,7616.282337539741,53.61017614485805,5,12
2019-12-08,7502.19,7580.84,7387.5,7520.0,4243.53,31778642.7,7394.678571428572,7487.682380952382,7607.112591107385,65.34707648435065,6,12
2019-12-09,7520.0,7659.38,7262.87,7337.51,10252.89,76540177.0,7399.321428571428,7448.0952380952385,7581.436153859063,55.38115445574927,0,12
2019-12-10,7337.51,7398.0,7156.03,7219.37,7187.11,52335897.93,7387.382857142856,7405.048095238096,7546.9536630153425,51.390810349395096,1,12
2019-12-11,7219.37,7263.31,7124.45,7201.23,5951.56,42846098.75,7387.702857142857,7363.060952380953,7514.027599871024,40.48965773502332,2,12
2019-12-12,7201.23,7298.5,7075.01,7185.91,8578.07,61632208.05,7358.041428571428,7342.558571428572,7482.778304645212,42.38953244251242,3,12
2019-12-13,7185.91,7299.21,7183.29,7249.9,6119.05,44255715.79,7316.587142857143,7340.980952380953,7460.599418488526,31.189338289524144,4,12
2019-12-14,7249.9,7264.33,7008.03,7062.91,4334.04,30901844.11,7253.832857142857,7328.2961904761905,7422.724235775333,31.58747824528119,5,12
2019-12-15,7062.91,7220.01,7006.01,7111.0,4905.19,34796662.6,7195.404285714286,7337.93238095238,7393.036213320539,38.12893145406118,6,12
2019-12-16,7111.0,7137.0,6803.24,6877.03,13170.14,91624734.42,7129.621428571429,7326.028571428572,7343.892764432869,34.37960786603793,0,12
2019-12-17,6877.03,6933.21,6556.0,6616.62,14047.4,94427492.58,7043.5142857142855,7300.02619047619,7274.628691629739,28.925000614145006,1,12
2019-12-18,6616.62,7448.24,6430.0,7285.53,23097.53,158591248.77,7055.557142857142,7288.683809523809,7275.6669114745255,51.972880304936986,2,12
2019-12-19,7285.53,7371.7,7044.45,7149.12,10503.11,75262760.72,7050.301428571429,7275.19380952381,7263.6148246674275,44.27614631633179,3,12
2019-12-20,7149.12,7220.0,7073.66,7190.0,6020.23,43065701.12,7041.744285714286,7248.050952380952,7256.603888984815,41.3749605802586,4,12
2019-12-21,7190.0,7190.0,7099.57,7143.01,3423.26,24458654.55,7053.187142857142,7228.388571428572,7245.785423367213,41.190263620041804,5,12
2019-12-22,7143.01,7521.55,7125.0,7513.06,10202.18,74775734.27,7110.624285714285,7233.569047619047,7271.240144951288,49.854859083646346,6,12
2019-12-23,7513.06,7688.99,7259.19,7310.79,15139.34,113685622.32,7172.589999999999,7233.844285714286,7275.00679781307,49.44577193681136,0,12
2019-12-24,7310.79,7426.15,7151.08,7255.01,7797.31,56839113.84,7263.788571428572,7231.561904761906,7273.102340878492,50.75887914147007,1,12
2019-12-25,7255.01,7265.12,7115.5,7192.12,3299.66,23748519.79,7250.444285714286,7231.234761904761,7265.389736985302,49.80964917779311,2,12
2019-12-26,7192.12,7432.1,7140.0,7194.13,7669.03,55611777.96,7256.874285714286,7221.7390476190485,7258.6030953676545,50.17271520061859,3,12
2019-12-27,7194.13,7254.0,7053.32,7245.83,8492.98,60987125.57,7264.85,7207.727142857142,7257.386610094544,49.914038904260046,4,12
2019-12-28,7245.83,7346.0,7232.55,7302.67,4621.76,33749828.17,7287.658571428571,7198.226190476191,7261.699313895064,55.358483819059536,5,12
2019-12-29,7302.67,7531.0,7278.07,7384.89,6557.31,48533705.04,7269.348571428572,7191.79238095238,7273.431760190772,56.02928680552804,6,12
2019-12-30,7384.89,7386.28,7200.0,7218.0,7347.22,53517033.24,7256.092857142858,7186.101428571429,7268.152544934508,57.73437677214472,0,12
2019-12-31,7218.0,7298.67,7111.0,7165.72,6755.97,48557590.58,7243.337142857143,7183.546666666666,7258.397064464555,63.75418311524358,1,12
2020-01-01,7165.72,7238.14,7136.05,7174.33,3350.63,24110757.06,7240.795714285715,7182.265714285715,7250.390677372693,45.83776257280173,2,1
2020-01-02,7174.33,7186.18,6903.0,6945.02,8010.93,56240994.79,7205.208571428571,7170.794761904762,7221.3077557181505,42.85724284674396,3,1
2020-01-03,6945.02,7401.2,6854.67,7334.45,14056.39,101599157.84,7217.868571428572,7174.820952380954,7232.083207554517,54.063816977724265,4,1
2020-01-04,7334.45,7398.0,7263.32,7348.63,4742.47,34732882.54,7224.434285714286,7188.426666666666,7243.182902073134,55.89351432534996,5,1
